,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
0,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 00:00,2012,3,1,00:00,-5.5,-9.7,72,24,4.0,100.97,Snow
1,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 01:00,2012,3,1,01:00,-5.7,-8.7,79,26,2.4,100.87,Snow
2,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 02:00,2012,3,1,02:00,-5.4,-8.3,80,28,4.8,100.8,Snow
3,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 03:00,2012,3,1,03:00,-4.7,-7.7,79,28,4.0,100.69,Snow
4,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 04:00,2012,3,1,04:00,-5.4,-7.8,83,35,1.6,100.62,Snow
5,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 05:00,2012,3,1,05:00,-5.3,-7.9,82,33,2.4,100.58,Snow
6,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 06:00,2012,3,1,06:00,-5.2,-7.8,82,33,4.0,100.57,Snow
7,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 07:00,2012,3,1,07:00,-4.9,-7.4,83,30,1.6,100.59,Snow
8,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 08:00,2012,3,1,08:00,-5.0,-7.5,83,32,1.2,100.59,Snow
9,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 09:00,2012,3,1,09:00,-4.9,-7.5,82,32,1.6,100.6,Snow
10,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 10:00,2012,3,1,10:00,-4.7,-7.3,82,32,1.2,100.62,Snow
11,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 11:00,2012,3,1,11:00,-4.4,-6.8,83,28,1.0,100.66,Snow
12,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 12:00,2012,3,1,12:00,-4.3,-6.8,83,30,1.2,100.66,Snow
13,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 13:00,2012,3,1,13:00,-4.3,-6.9,82,28,1.2,100.65,Snow
14,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 14:00,2012,3,1,14:00,-3.9,-6.6,81,28,1.2,100.67,Snow
15,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 15:00,2012,3,1,15:00,-3.3,-6.2,80,24,1.6,100.71,Snow
16,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 16:00,2012,3,1,16:00,-2.7,-5.7,80,19,2.4,100.74,Snow
17,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 17:00,2012,3,1,17:00,-2.9,-5.9,80,20,4.0,100.8,Snow
18,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 18:00,2012,3,1,18:00,-3.0,-6.0,80,19,4.0,100.87,Snow
19,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 19:00,2012,3,1,19:00,-3.6,-6.4,81,17,3.2,100.93,Snow
20,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 20:00,2012,3,1,20:00,-3.7,-6.4,81,20,4.8,100.95,Snow
21,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 21:00,2012,3,1,21:00,-3.9,-6.7,81,22,6.4,100.98,Snow
22,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 22:00,2012,3,1,22:00,-4.3,-6.9,82,22,2.4,101.0,Snow
23,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-01 23:00,2012,3,1,23:00,-4.3,-7.1,81,22,4.8,101.04,Snow
24,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 00:00,2012,3,2,00:00,-4.8,-7.3,83,22,3.2,101.04,Snow
25,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 01:00,2012,3,2,01:00,-5.3,-7.9,82,20,4.8,101.09,Snow
26,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 02:00,2012,3,2,02:00,-5.2,-7.8,82,19,6.4,101.11,Snow
27,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 03:00,2012,3,2,03:00,-5.5,-7.9,83,19,4.8,101.15,Snow
28,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 04:00,2012,3,2,04:00,-5.6,-8.2,82,24,6.4,101.15,Snow
29,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 05:00,2012,3,2,05:00,-5.5,-8.3,81,19,12.9,101.15,Snow
30,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 06:00,2012,3,2,06:00,-5.6,-8.6,79,19,16.1,101.14,Snow
31,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 07:00,2012,3,2,07:00,-5.7,-8.7,79,22,24.1,101.17,Cloudy
32,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 08:00,2012,3,2,08:00,-5.7,-8.8,79,17,24.1,101.2,Snow
33,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 09:00,2012,3,2,09:00,-6.1,-8.4,84,13,2.0,101.19,Snow
34,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 10:00,2012,3,2,10:00,-5.9,-8.3,83,15,4.0,101.22,Snow
35,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 11:00,2012,3,2,11:00,-5.5,-7.5,86,15,2.8,101.21,Snow
36,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 12:00,2012,3,2,12:00,-5.2,-7.1,86,13,2.4,101.18,"Freezing Drizzle,Snow"
37,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 13:00,2012,3,2,13:00,-4.6,-6.5,87,13,4.8,101.09,Snow
38,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 14:00,2012,3,2,14:00,-4.1,-6.1,86,15,8.0,101.03,Fog
39,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 15:00,2012,3,2,15:00,-3.3,-5.7,83,15,11.3,100.98,Cloudy
40,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 16:00,2012,3,2,16:00,-2.9,-5.3,83,15,11.3,100.93,Cloudy
41,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 17:00,2012,3,2,17:00,-2.7,-5.1,84,15,12.9,100.89,Cloudy
42,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 18:00,2012,3,2,18:00,-2.4,-4.8,84,20,12.9,100.81,Cloudy
43,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 19:00,2012,3,2,19:00,-1.8,-4.2,84,17,16.1,100.75,Cloudy
44,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 20:00,2012,3,2,20:00,-2.3,-4.7,84,15,16.1,100.74,Cloudy
45,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 21:00,2012,3,2,21:00,-1.4,-4.0,82,15,19.3,100.62,Cloudy
46,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 22:00,2012,3,2,22:00,0.2,-4.2,72,13,25.0,100.49,Cloudy
47,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-02 23:00,2012,3,2,23:00,0.5,-3.6,74,17,25.0,100.29,Cloudy
48,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 00:00,2012,3,3,00:00,1.0,-3.2,73,22,25.0,100.12,Cloudy
49,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 01:00,2012,3,3,01:00,1.2,-2.8,75,19,25.0,99.96,Snow
50,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 02:00,2012,3,3,02:00,-0.6,-2.9,84,19,2.4,99.75,Snow
51,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 03:00,2012,3,3,03:00,-0.3,-2.4,86,22,2.8,99.55,Snow
52,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 04:00,2012,3,3,04:00,0.3,-1.7,86,24,11.3,99.4,"Snow,Ice Pellets"
53,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 05:00,2012,3,3,05:00,0.8,-1.5,85,41,19.3,99.18,Cloudy
54,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 06:00,2012,3,3,06:00,1.5,-1.6,80,43,25.0,99.02,Mainly Clear
55,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 07:00,2012,3,3,07:00,2.0,-1.6,77,41,24.1,98.89,Mostly Cloudy
56,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 08:00,2012,3,3,08:00,2.7,-1.5,74,32,24.1,98.79,Mostly Cloudy
57,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 09:00,2012,3,3,09:00,3.0,-1.0,75,37,24.1,98.7,Cloudy
58,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 10:00,2012,3,3,10:00,3.7,0.4,79,15,24.1,98.86,Cloudy
59,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 11:00,2012,3,3,11:00,4.0,-0.7,71,32,24.1,98.82,Rain Showers
60,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 12:00,2012,3,3,12:00,5.2,-3.0,55,37,48.3,98.82,Mostly Cloudy
61,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 13:00,2012,3,3,13:00,5.8,-4.0,49,50,48.3,98.73,Mostly Cloudy
62,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 14:00,2012,3,3,14:00,6.5,-5.5,42,48,48.3,98.68,Mostly Cloudy
63,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 15:00,2012,3,3,15:00,5.3,-5.6,45,57,24.1,98.67,Mostly Cloudy
64,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 16:00,2012,3,3,16:00,5.0,-5.0,48,63,48.3,98.67,Mainly Clear
65,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 17:00,2012,3,3,17:00,4.3,-4.9,51,57,48.3,98.71,Mainly Clear
66,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 18:00,2012,3,3,18:00,3.7,-4.3,56,48,25.0,98.82,Mostly Cloudy
67,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 19:00,2012,3,3,19:00,3.4,-4.0,58,44,25.0,98.92,Mainly Clear
68,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 20:00,2012,3,3,20:00,3.2,-3.9,60,50,25.0,98.96,Mainly Clear
69,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 21:00,2012,3,3,21:00,2.9,-3.6,62,46,25.0,98.98,Snow
70,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 22:00,2012,3,3,22:00,2.8,-3.4,64,57,25.0,99.07,Snow
71,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-03 23:00,2012,3,3,23:00,2.3,-3.1,67,33,25.0,99.18,Snow
72,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 00:00,2012,3,4,00:00,0.5,-4.8,68,32,25.0,99.34,Mostly Cloudy
73,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 01:00,2012,3,4,01:00,-0.8,-6.0,68,24,25.0,99.46,Mostly Cloudy
74,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 02:00,2012,3,4,02:00,-1.8,-7.8,64,26,25.0,99.56,Mostly Cloudy
75,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 03:00,2012,3,4,03:00,-2.1,-8.2,63,19,25.0,99.63,Mostly Cloudy
76,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 04:00,2012,3,4,04:00,-2.9,-9.0,63,20,25.0,99.7,Mostly Cloudy
77,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 05:00,2012,3,4,05:00,-4.3,-10.5,62,19,25.0,99.77,Cloudy
78,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 06:00,2012,3,4,06:00,-4.8,-11.6,59,17,25.0,99.84,Mostly Cloudy
79,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 07:00,2012,3,4,07:00,-5.7,-12.6,58,22,24.1,99.88,Mostly Cloudy
80,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 08:00,2012,3,4,08:00,-5.9,-13.8,54,13,24.1,99.97,Mostly Cloudy
81,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 09:00,2012,3,4,09:00,-6.3,-13.5,57,15,24.1,99.95,Cloudy
82,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 10:00,2012,3,4,10:00,-6.3,-13.5,57,17,24.1,99.95,Cloudy
83,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 11:00,2012,3,4,11:00,-6.5,-14.0,55,17,24.1,99.96,Cloudy
84,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 12:00,2012,3,4,12:00,-5.8,-12.9,57,19,48.3,99.95,Mostly Cloudy
85,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 13:00,2012,3,4,13:00,-5.5,-12.8,56,19,48.3,99.88,Mainly Clear
86,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 14:00,2012,3,4,14:00,-5.7,-13.4,55,19,48.3,99.9,Mostly Cloudy
87,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 15:00,2012,3,4,15:00,-5.6,-13.5,54,22,48.3,99.9,Mostly Cloudy
88,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 16:00,2012,3,4,16:00,-5.5,-13.3,54,20,48.3,99.93,Mainly Clear
89,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 17:00,2012,3,4,17:00,-6.9,-14.6,54,22,48.3,99.94,Mainly Clear
90,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 18:00,2012,3,4,18:00,-7.9,-15.7,53,28,25.0,100.04,Mainly Clear
91,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 19:00,2012,3,4,19:00,-7.9,-15.5,54,22,25.0,100.09,Mostly Cloudy
92,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 20:00,2012,3,4,20:00,-8.5,-14.6,61,24,25.0,100.13,Cloudy
93,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 21:00,2012,3,4,21:00,-9.0,-13.7,69,15,25.0,100.18,Snow Showers
94,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 22:00,2012,3,4,22:00,-10.1,-15.5,65,17,25.0,100.21,Cloudy
95,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-04 23:00,2012,3,4,23:00,-11.1,-16.3,65,24,25.0,100.23,Mostly Cloudy
96,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 00:00,2012,3,5,00:00,-12.4,-17.4,66,19,25.0,100.26,Mainly Clear
97,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 01:00,2012,3,5,01:00,-13.6,-18.5,66,24,25.0,100.33,Mainly Clear
98,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 02:00,2012,3,5,02:00,-14.5,-22.3,52,24,25.0,100.39,Clear
99,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 03:00,2012,3,5,03:00,-15.0,-21.5,58,22,25.0,100.47,Clear
100,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 04:00,2012,3,5,04:00,-15.5,-21.9,58,26,25.0,100.55,Clear
101,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 05:00,2012,3,5,05:00,-15.9,-22.1,59,20,25.0,100.69,Clear
102,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 06:00,2012,3,5,06:00,-16.2,-22.6,58,26,24.1,100.77,Mostly Cloudy
103,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 07:00,2012,3,5,07:00,-16.2,-22.3,59,22,24.1,100.88,Mostly Cloudy
104,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 08:00,2012,3,5,08:00,-15.7,-22.5,56,24,24.1,101.0,Mostly Cloudy
105,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 09:00,2012,3,5,09:00,-15.1,-22.1,55,24,24.1,101.11,Mostly Cloudy
106,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 10:00,2012,3,5,10:00,-14.4,-21.5,55,26,24.1,101.21,Mostly Cloudy
107,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 11:00,2012,3,5,11:00,-13.4,-20.7,54,26,48.3,101.31,Mostly Cloudy
108,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 12:00,2012,3,5,12:00,-12.2,-19.9,53,6,48.3,101.39,Mostly Cloudy
109,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 13:00,2012,3,5,13:00,-11.3,-19.5,51,24,48.3,101.46,Mostly Cloudy
110,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 14:00,2012,3,5,14:00,-10.8,-19.8,47,28,48.3,101.55,Mostly Cloudy
111,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 15:00,2012,3,5,15:00,-10.0,-18.6,49,30,48.3,101.64,Mostly Cloudy
112,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 16:00,2012,3,5,16:00,-9.9,-18.9,48,26,48.3,101.73,Mostly Cloudy
113,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 17:00,2012,3,5,17:00,-9.5,-18.8,47,24,48.3,101.82,Mainly Clear
114,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 18:00,2012,3,5,18:00,-9.8,-19.0,47,22,25.0,101.9,Mainly Clear
115,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 19:00,2012,3,5,19:00,-10.1,-19.1,48,20,25.0,102.01,Clear
116,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 20:00,2012,3,5,20:00,-10.5,-19.2,49,17,25.0,102.11,Mainly Clear
117,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 21:00,2012,3,5,21:00,-11.0,-19.6,49,17,25.0,102.23,Clear
118,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 22:00,2012,3,5,22:00,-11.6,-20.2,49,15,25.0,102.29,Clear
119,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-05 23:00,2012,3,5,23:00,-12.6,-20.3,53,11,25.0,102.34,Clear
120,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-06 00:00,2012,3,6,00:00,-13.4,-20.5,55,11,25.0,102.41,Clear
121,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-06 01:00,2012,3,6,01:00,-13.4,-20.3,56,11,25.0,102.5,Clear
122,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-06 02:00,2012,3,6,02:00,-13.7,-20.7,55,4,25.0,102.55,Clear
123,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-06 03:00,2012,3,6,03:00,-14.8,-21.1,59,9,25.0,102.61,Clear
124,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-06 04:00,2012,3,6,04:00,-14.5,-21.1,57,9,25.0,102.7,Clear
125,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-06 05:00,2012,3,6,05:00,-14.6,-21.0,58,13,25.0,102.85,Clear
126,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-06 06:00,2012,3,6,06:00,-15.3,-21.3,60,11,24.1,102.9,Clear
127,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-06 07:00,2012,3,6,07:00,-14.8,-20.7,61,11,48.3,103.0,Clear
128,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-06 08:00,2012,3,6,08:00,-13.0,-19.4,59,0,48.3,103.06,Clear
129,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-06 09:00,2012,3,6,09:00,-11.3,-19.1,52,6,48.3,103.1,Clear
130,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-03-06 10:00,2012,3,6,10:00,-10.0,-16.8,57,9,48.3,103.12,Mainly Clear
